"Year","HS Code","HS Description","Destination","Quantity","Unit","Net Mass (Kg)","FOB Value (ETB)","FOB Value (USD)"
"2005","12074000","Sesamum seeds","Egypt","","","1953266.0","13463279.6","1538168.31"
"2005","12074000","Sesamum seeds","Italy","","","1857613.0","13084392.17","1494880.74"
"2005","07031000","Onions and shallots, fresh or chilled","Djibouti","","","6616559.41","12774179.58","1459439.22"
"2005","02041000","Fresh or chilled lamb carcasses and half carcasses","United Arab Emirates","","","429226.0","12682884.63","1449008.85"
"2005","12074000","Sesamum seeds","Malaysia","","","1900000.0","12312878.48","1406735.96"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Netherlands","","","5199778.0","12154034.61","1388588.18"
"2005","09041200","Pepper, crushed or ground","Germany","","","53599.0","12054360.53","1377200.5"
"2005","52030000","Cotton, carded or combed","Indonesia","","","1277163.0","12005130.02","1371575.96"
"2005","12074000","Sesamum seeds","United States","","","2214546.0","12003829.11","1371427.33"
"2005","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Italy","","","108608.0","11910922.55","1360812.83"
"2005","41041100","TANNED/CRUST HIDES&SKINS OF BOVINE..IN THE WET STATE...FULL GRAINS,UNSPLIT","Hong Kong","","","1290475.0","11833398.65","1351955.79"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Norway","","","542400.0","11670557.01","1333351.27"
"2005","02041000","Fresh or chilled lamb carcasses and half carcasses","Egypt","","","689324.5","11619556.23","1327524.48"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Spain","","","504000.0","11306722.56","1291783.49"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","United Republic of Tanzania","","","5248000.0","11297828.46","1290767.35"
"2005","12074000","Sesamum seeds","Netherlands","","","1587950.0","11012146.53","1258128.43"
"2005","10089000","Other cereal, nes","Djibouti","","","2725102.0","10644783.39","1216157.51"
"2005","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","India","","","141305.5","10485075.76","1197911.04"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","United Arab Emirates","","","4312798.0","9940588.67","1135703.86"
"2005","41022900","Skins of sheep or lambs, without wool, not pickled, not tanned","China","","","162136.8","9746161.41","1113490.7"
"2005","12079900","Other oil seeds and oleaginous fruits, nes","United Arab Emirates","","","2012000.0","9504433.25","1085873.46"
"2005","41041100","TANNED/CRUST HIDES&SKINS OF BOVINE..IN THE WET STATE...FULL GRAINS,UNSPLIT","China","","","934412.0","9459655.66","1080757.66"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Italy","","","3369309.0","9126258.64","1042667.34"
"2005","22072000","ETHYL ALCOHOL AND OTHER DENATURED SPIRITS OF ANY STRENGTH","Italy","4536600.0","Lit.","4536600.0","9110893.04","1040911.83"
"2005","09101000","Ginger","United Arab Emirates","","","1060500.0","9064178.85","1035574.77"
"2005","12074000","Sesamum seeds","United Kingdom","","","1198000.0","8874597.05","1013915.21"
"2005","41131000","LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..","Italy","","","39176.0","8767835.82","1001717.83"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Pakistan","","","3572996.0","8599928.63","982534.57"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Greece","","","433200.0","8440811.54","964355.58"
"2005","12074000","Sesamum seeds","Iceland","","","1259884.0","8423735.49","962404.66"
"2005","41041900","TANNED/CRUST HIDES&SKINS OF BOVINE...IN THE WET STATE...(EXCLUDING 410411","China","","","872468.0","8128960.29","928726.84"
"2005","08051000","Oranges, fresh or dried","Djibouti","","","2737839.0","8114196.32","927040.07"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Yemen","","","377305.0","8060906.12","920951.71"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Saudi Arabia","","","3195629.6","7823767.36","893858.81"
"2005","09101000","Ginger","Sudan","","","1017649.0","7393798.73","844735.25"
"2005","01021000","LIVE PURE-BRED BREEDING BOVINE ANIMALS","Yemen","5701.0","No.","1091162.5","7309027.6","835050.23"
"2005","06021000","UNROOTED CUTTINGS AND SLIPS","Germany","4599073.0","No.","63969.0","7296591.37","833629.4"
"2005","12074000","Sesamum seeds","Swaziland","","","1053888.0","7275380.19","831206.04"
"2005","01019000","OTHER LIVE HORSES,ASSES,MULES,AND HINNIES(EXCLUDING 0101.1000):NES","Sudan","131051.0","No.","1672000.0","7144728.63","816279.21"
"2005","12074000","Sesamum seeds","India","","","1034810.0","7097626.08","810897.78"
"2005","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Germany","","","446349.0","6953819.16","794467.96"
"2005","07132000","Dried chickpeas, shelled","India","","","2614330.0","6945919.09","793565.38"
"2005","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","United Arab Emirates","","","387724.8","6799470.21","776833.73"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Israel","","","365580.0","6766767.85","773097.51"
"2005","12079900","Other oil seeds and oleaginous fruits, nes","Djibouti","","","1505744.8","6462099.37","738289.39"
"2005","74040000","Copper waste and scrap","United Arab Emirates","","","730420.0","6394339.3","730547.86"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","South Africa","","","325440.0","6142162.7","701736.9"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Taiwan, Province of China","","","322800.0","6126829.24","699985.06"
"2005","09101000","Ginger","India","","","664130.0","6039153.42","689968.17"
"2005","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","Thailand","","","61807.0","6006679.64","686258.07"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Belgium","","","2533444.0","5990632.15","684424.66"
"2005","12040000","Linseed","Egypt","","","1363460.4","5695152.21","650666.33"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","India","","","2201155.0","5665513.65","647280.14"
"2005","25232100","White portland cement","Sudan","","","11020000.0","5524019.17","631114.52"
"2005","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","China","","","825000.0","5450050.73","622663.69"
"2005","01021000","LIVE PURE-BRED BREEDING BOVINE ANIMALS","United Arab Emirates","4844.0","No.","812175.0","5426525.56","619975.96"
"2005","41041900","TANNED/CRUST HIDES&SKINS OF BOVINE...IN THE WET STATE...(EXCLUDING 410411","Hong Kong","","","575601.0","5387289.12","615493.23"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Sudan","","","327697.0","5377733.0","614401.45"
"2005","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Japan","","","42272.0","5323420.21","608196.26"
"2005","09024000","BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG","Pakistan","","","479620.0","5279346.12","603160.83"
"2005","10089000","Other cereal, nes","United States","","","963771.96","5255097.64","600390.46"
"2005","06049900","Parts of plants, without flowers or buds, for ornamental purposes","United Germany","","","195000.0","5219550.0","596329.17"
"2005","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","Pakistan","","","78859.0","5144354.2","587738.12"
"2005","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","United Kingdom","","","13908.0","4881833.38","557745.34"
"2005","52121400","Coloured woven fabrics of cotton, =<200g/m2, nes","Italy","","","131652.75","4834797.12","552371.48"
"2005","41041100","TANNED/CRUST HIDES&SKINS OF BOVINE..IN THE WET STATE...FULL GRAINS,UNSPLIT","Italy","","","359470.0","4776638.33","545726.89"
"2005","41053000","TANNED/CRUST SKINS OF SHEEP/LAMPS..IN THE DRY STATE(CRUST)","Romania","","","11405.0","4738146.44","541329.22"
"2005","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Tunisia","","","249965.0","4720856.82","539353.9"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Germany","","","1918164.0","4714446.98","538621.58"
"2005","09101000","Ginger","Kenya","","","646460.0","4656834.52","532039.41"
"2005","12074000","Sesamum seeds","Japan","","","643696.0","4639902.14","530104.9"
"2005","72043000","Waste and scrap of tinned iron or steel","Belgium","","","356000.0","4576847.94","522901.01"
"2005","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Romania","","","5874.35","4570328.58","522156.18"
"2005","52121400","Coloured woven fabrics of cotton, =<200g/m2, nes","France","","","126812.3","4538781.66","518551.97"
"2005","15219090","--- OTHER BEESWAX , INSECT WAXES","Japan","","","115332.0","4503407.78","514510.53"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","South Africa","","","1660901.0","4471925.65","510913.72"
"2005","15219090","--- OTHER BEESWAX , INSECT WAXES","United States","","","122750.0","4432725.8","506435.18"
"2005","41022100","Pickled skins of sheep or lambs, without wool, not tanned","China","","","34394.0","4356594.45","497737.23"
"2005","01029000","LIVE BOVINE ANIMALS, OTHER THAN PURE-BRED BREEDING","Jordan","4571.0","No.","588516.0","4313055.29","492762.92"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Myanmar","","","234240.0","4229789.2","483249.84"
"2005","41022900","Skins of sheep or lambs, without wool, not pickled, not tanned","Italy","","","91536.84","4141269.89","473136.58"
"2005","10089000","Other cereal, nes","Saudi Arabia","","","1026000.0","4106122.52","469121.02"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Poland","","","216000.0","4090600.11","467347.6"
"2005","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Italy","","","30659.0","4024591.77","459806.21"
"2005","12074000","Sesamum seeds","Iran, Islamic Republic of","","","570000.0","3990583.68","455920.81"
"2005","09101000","Ginger","Saudi Arabia","","","397168.0","3912049.43","446948.34"
"2005","87032390","---Exceeding 1800 cc but not exceeding 3000cc","Djibouti","3.0","No.","4355.0","3899180.75","445478.1"
"2005","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","Turkey","","","38038.0","3870438.15","442194.29"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Singapore","","","1650968.0","3868216.52","441940.47"
"2005","05119990","---OTHER ANIMAL PRODUCTS ,DEAD ANIMAL OF CHAP .1","Korea, Republic of","","","62.0","3834283.8","438063.68"
"2005","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","Japan","","","42121.0","3782979.36","432202.19"
"2005","08030000","Bananas, including plantains, fresh or dried","Djibouti","","","2261591.55","3773532.17","431122.86"
"2005","12079900","Other oil seeds and oleaginous fruits, nes","United Kingdom","","","868514.0","3773460.47","431114.67"
"2005","09024000","BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG","Kenya","","","438400.0","3754092.12","428901.85"
"2005","19059090","--- OTHER BREAD ,RICE PAPER ,CAKES ,ETC ,NES","United Arab Emirates","","","281210.95","3747459.07","428144.03"
"2005","64034000","FOOTWEAR, WITH A METAL TOE-CAP, LEATHER UPPERS","Italy","44433.0","Pair","61597.0","3680260.71","420466.67"
"2005","12079900","Other oil seeds and oleaginous fruits, nes","Belgium","","","783000.0","3599730.33","411266.15"
"2005","41062200","TANNED/CRUST HIDES/SKINS OF GOATS OR KIDS IN THE DRY STATE(CRUST)","Italy","","","34486.0","3581285.34","409158.82"
"2005","07102200","Shelled or unshelled beans, frozen","Sudan","","","1365062.0","3488061.91","398508.12"
"2005","01029000","LIVE BOVINE ANIMALS, OTHER THAN PURE-BRED BREEDING","Djibouti","4230.0","No.","958702.0","3410000.87","389589.72"
"2005","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","Switzerland","","","31823.0","3397598.36","388172.74"
"2005","08045000","Guavas, mangoes and mangosteens, fresh or dried","Djibouti","","","1598128.0","3366712.23","384644.02"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Morocco","","","1400377.0","3365655.95","384523.35"
"2005","41044900","TANNED/CRUST HIDES&SKIN OF BOVINE...DRY STATE.(CRUST)..NES","Italy","","","78090.0","3346686.27","382356.08"
"2005","74040000","Copper waste and scrap","India","","","418630.0","3339061.64","381484.97"
"2005","41022900","Skins of sheep or lambs, without wool, not pickled, not tanned","United Kingdom","","","28192.4","3261271.47","372597.51"
"2005","12074000","Sesamum seeds","Korea, Republic of","","","477568.0","3223200.71","368247.96"
"2005","12074000","Sesamum seeds","Mexico","","","455505.0","3178485.29","363139.26"
"2005","12089000","Other flours and meal of oil seeds or oleaginous fruit, nes","United States","","","760600.0","3077048.0","351550.13"
"2005","07133200","Dried adzuki beans, shelled","Djibouti","","","1420195.0","3051076.3","348582.88"
"2005","94018000","SEATS, NES","Djibouti","6602.0","No.","105790.0","3043732.83","347743.9"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Czech Republic","","","1172432.0","3038244.33","347116.85"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","China","","","142800.0","3035020.51","346748.53"
"2005","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Greece","","","210000.0","3001741.5","342946.43"
"2005","12079900","Other oil seeds and oleaginous fruits, nes","Senegal","","","604038.0","2993663.43","342023.52"
"2005","52081200","UNBLEACHED PLAIN COTTON WEAVE, WITH >=85% COTTON, >100G/M2 BUT < 200G/M2","Italy","","","151003.71","2946269.35","336608.78"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Bulgaria","","","162000.0","2921653.43","333796.43"
"2005","07133900","Dried beans, shelled, nes","United Arab Emirates","","","701012.0","2913427.64","332856.64"
"2005","63039100","Curtains and interior blinds; curtain or bed valances of cotton","Germany","","","84674.18","2904224.93","331805.24"
"2005","41062100","TANNED/CRUST SKINS OF GOATS/KIDS ..IN THE WET STATE...(WET-BLUE)","Spain","","","82957.0","2891569.07","330359.32"
"2005","09101000","Ginger","Djibouti","","","447232.0","2798004.17","319669.61"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Turkey","","","1082110.0","2776737.86","317239.95"
"2005","06029000","Other live plants,nes","Germany","","","75572.0","2765082.67","315908.36"
"2005","07139000","Dried leguminous vegetables, shelled, nes","United Arab Emirates","","","611850.0","2741669.52","313233.42"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of","","","125025.0","2723985.02","311212.99"
"2005","63039100","Curtains and interior blinds; curtain or bed valances of cotton","United Kingdom","","","88051.78","2678313.01","305995.0"
"2005","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Indonesia","","","6685.67","2673409.32","305434.75"
"2005","41019000","OTHER, RAW HIDES ,INCLUDING BUTTS,BENDS AND BELLIES","Hong Kong","","","296797.0","2665988.66","304586.95"
"2005","07132000","Dried chickpeas, shelled","Pakistan","","","953280.0","2636481.04","301215.73"
"2005","12074000","Sesamum seeds","Algeria","","","379620.0","2608915.64","298066.41"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","United States","","","1049118.0","2539430.46","290127.78"
"2005","74032100","Brass, unwrought","India","","","210500.0","2525302.84","288513.71"
"2005","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","China","","","30773.0","2502416.57","285898.98"
"2005","52081200","UNBLEACHED PLAIN COTTON WEAVE, WITH >=85% COTTON, >100G/M2 BUT < 200G/M2","Belgium","","","136157.02","2500583.71","285689.57"
"2005","72044900","Ferrous waste and scrap, nes","United Arab Emirates","","","2496900.0","2493993.44","284936.64"
"2005","20098000","Juice of other single fruit, unfermented, not containing added spirit","Germany","","","10000.0","2482926.8","283672.29"
"2005","07134000","Dried lentils, shelled","Turkey","","","688000.0","2482246.76","283594.59"
"2005","09109900","Other spices, nes","Germany","","","9880.0","2471214.82","282334.2"
"2005","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Guatemala","","","180984.0","2468702.78","282047.2"
"2005","12074000","Sesamum seeds","France","","","357000.0","2466697.78","281818.14"
"2005","41053000","TANNED/CRUST SKINS OF SHEEP/LAMPS..IN THE DRY STATE(CRUST)","Italy","","","45067.05","2458428.69","280873.4"
"2005","72042100","Waste and scrap of stainless steel","India","","","813260.0","2454901.93","280470.47"
"2005","12074000","Sesamum seeds","Ukraine","","","380000.0","2450973.11","280021.61"
"2005","06031000","Fresh cut flowers and buds","United Kingdom","1039267.0","No.","70438.0","2382250.11","272170.06"
"2005","07135000","Dried broad beans and horse beans, shelled","Djibouti","","","926780.0","2371839.41","270980.65"
"2005","10070000","Grain sorghum","Djibouti","","","1401656.0","2329296.22","266120.12"
"2005","52030000","Cotton, carded or combed","Pakistan","","","247223.0","2322421.86","265334.73"
"2005","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Finland","","","126000.0","2317799.55","264806.64"
"2005","63021000","Bed linen, knitted or crocheted","Italy","","","75420.0","2304631.48","263302.2"
"2005","52030000","Cotton, carded or combed","Malaysia","","","245264.0","2304239.12","263257.37"
"2005","06031000","Fresh cut flowers and buds","Italy","1211246.0","No.","28910.6","2231405.54","254936.2"
"2005","12079900","Other oil seeds and oleaginous fruits, nes","Italy","","","513597.1","2180704.46","249143.64"
"2005","41019000","OTHER, RAW HIDES ,INCLUDING BUTTS,BENDS AND BELLIES","China","","","221503.0","2170155.69","247938.45"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Chile","","","856484.0","2159656.65","246738.95"
"2005","52030000","Cotton, carded or combed","Belgium","","","118721.83","2151172.24","245769.61"
"2005","12089000","Other flours and meal of oil seeds or oleaginous fruit, nes","United Arab Emirates","","","519000.0","2094570.05","239302.86"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Liberia","","","946000.0","2087980.16","238549.97"
"2005","07019000","Other potatoes, fresh or chilled","Djibouti","","","986774.0","2029808.51","231903.91"
"2005","13012000","Natural gum arabic","United Arab Emirates","","","120000.0","2029249.79","231840.07"
"2005","63039100","Curtains and interior blinds; curtain or bed valances of cotton","Netherlands","","","69651.0","2026335.71","231507.14"
"2005","11029000","Other cereal flour, nes","United States","","","341033.88","2002040.58","228731.44"
"2005","07133300","Dried kidney beans, incl. white pea beans, shelled","Egypt","","","715908.0","1975325.18","225679.23"
"2005","07134000","Dried lentils, shelled","Djibouti","","","610425.0","1974037.36","225532.1"
"2005","41069100","Other tanned/crust of hides/skins in the wet state (wet-blue)","Italy","","","79669.0","1956479.73","223526.16"
"2005","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Thailand","","","21196.0","1956067.67","223479.08"
"2005","41061100","Goat or kid skin leather, vegetable pre-tanned, (excl. Further prepared)","Italy","","","96870.0","1952096.31","223025.35"
