"Year","HS Code","HS Description","Destination","Quantity","Unit","Net Mass (Kg)","FOB Value (ETB)","FOB Value (USD)"
"2004","09024000","Black tea fermented/partly fermented,flavoured or not,in packings of >=3","Pakistan","","","605960.0","6857883.61","794067.39"
"2004","12074000","Sesamum seeds","Netherlands","","","824430.0","6844314.03","792496.18"
"2004","52030000","Cotton, carded or combed","Portugal","","","536148.0","6842276.03","792260.2"
"2004","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Spain","","","504000.0","6812365.91","788796.94"
"2004","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Pakistan","","","129444.0","6711440.81","777110.93"
"2004","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Yemen","","","409146.0","6628345.65","767489.43"
"2004","72044900","Ferrous waste and scrap, nes","Belgium","","","290000.0","6526312.32","755675.09"
"2004","52030000","Cotton, carded or combed","Djibouti","","","532318.0","6388079.57","739669.26"
"2004","09024000","Black tea fermented/partly fermented,flavoured or not,in packings of >=3","Great Britain","","","776800.0","6355484.56","735895.11"
"2004","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Israel","","","455700.0","6234781.57","721919.04"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Pakistan","","","2589444.0","6219283.38","720124.52"
"2004","10089000","Other cereal, nes","United States","","","706219.0","6158909.97","713133.94"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Zimbabwe","","","2249958.0","6108939.31","707347.89"
"2004","52081200","Unbleached plain cotton weave, with >=85% cotton, >100g/m2 but < 200g/m2","Belgium","","","300280.0","5929968.17","686625.0"
"2004","41062100","TANNED/CRUST SKINS OF GOATS/KIDS ..IN THE WET STATE...(WET-BLUE)","Italy","","","113266.0","5866871.94","679319.15"
"2004","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","United Arab Emirates","","","314938.0","5838731.44","676060.79"
"2004","09109900","Other spices, nes","United Germany","","","21934.0","5786181.34","669976.07"
"2004","41031000","Hides and skins of goats or kids, fresh or preserved, not tanned","Italy","","","103602.0","5447377.89","630746.36"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Algeria","","","2340724.0","5161449.5","597639.0"
"2004","09011100","Coffee, not roasted or decaffeinated","Unknown","","","412800.0","5067674.58","586780.9"
"2004","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","United Kingdom","","","340200.0","5059317.94","585813.29"
"2004","52121400","Coloured woven fabrics of cotton, =<200g/m2, nes","Belgium","","","235169.0","5033940.78","582874.9"
"2004","41069100","Other tanned/crust of hides/skins in the wet state (wet-blue)","Italy","","","253899.0","5007328.02","579793.43"
"2004","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","Italy","","","65631.0","5004665.65","579485.16"
"2004","12079900","Other oil seeds and oleaginous fruits, nes","India","","","210000.0","4939420.5","571930.49"
"2004","07133300","Dried kidney beans, incl. white pea beans, shelled","United Arab Emirates","","","2447826.0","4909446.87","568459.87"
"2004","43021900","Tanned or dressed whole furskins, not assembled","Great Britain","","","170.0","4841590.98","560602.91"
"2004","14049000","Vegetable products, nes","Saudi Arabia","","","234040.0","4814707.35","557490.08"
"2004","41053000","TANNED/CRUST SKINS OF SHEEP/LAMPS..IN THE DRY STATE(CRUST)","United States","","","7685.0","4718103.53","546304.42"
"2004","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","China","","","732000.0","4714107.21","545841.69"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Belgium","","","1829780.0","4430797.85","513037.59"
"2004","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Poland","","","414000.0","4306237.77","498614.91"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Morocco","","","1842555.0","4304908.07","498460.94"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Singapore","","","1952294.0","4288131.84","496518.44"
"2004","06041000","Mosses and lichens for ornamental purposes, fresh, dried...etc","United Germany","","","212450.0","4173797.36","483279.76"
"2004","12089000","Other flours and meal of oil seeds or oleaginous fruit, nes","United States","","","920250.0","4130891.87","478311.78"
"2004","52081200","Unbleached plain cotton weave, with >=85% cotton, >100g/m2 but < 200g/m2","United Germany","","","199329.0","4106922.86","475536.43"
"2004","74040000","Copper waste and scrap","United States","","","543526.0","4105552.19","475377.72"
"2004","12074000","Sesamum seeds","Iran (Islamic Republic Of)","","","539805.0","4091345.21","473732.71"
"2004","63031100","Curtains and interior blinds; valances of cotton, knitted or crocheted","United Germany","","","118625.0","4062661.69","470411.48"
"2004","09011100","Coffee, not roasted or decaffeinated","Korea, Republic Of","","","342000.0","4044142.68","468267.18"
"2004","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Indonesia","","","64370.0","3991073.39","462122.34"
"2004","08030000","Bananas, including plantains, fresh or dried","Djibouti","","","2289000.0","3964430.13","459037.35"
"2004","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Japan","","","41027.0","3932582.6","455349.75"
"2004","01041000","Live sheep","Jordan","18600.0","No.","486200.0","3888611.04","450258.33"
"2004","07132000","Dried chickpeas, shelled","Pakistan","","","1590000.0","3852731.03","446103.82"
"2004","07133300","Dried kidney beans, incl. white pea beans, shelled","South Africa","","","1681076.0","3845388.7","445253.66"
"2004","12079900","Other oil seeds and oleaginous fruits, nes","Djibouti","","","591006.0","3813775.63","441593.22"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","United States","","","1677208.0","3781183.41","437819.39"
"2004","41061100","Goat or kid skin leather, vegetable pre-tanned, (excl. Further prepared)","China","","","60369.0","3772494.3","436813.29"
"2004","07102200","Shelled or unshelled beans, frozen","Italy","","","7181503.0","3744822.52","433609.2"
"2004","41041000","Whole bovine skin leather, of surface area =<2.6m2","Italy","","","377557.0","3732377.47","432168.2"
"2004","09011100","Coffee, not roasted or decaffeinated","Greece","","","317000.0","3691956.26","427487.87"
"2004","62071100","Men's or boys' underpants and briefs of cotton","United States","292890.0","No.","118791.0","3690090.43","427271.83"
"2004","17031000","Cane molasses resulting from the extraction or refining of sugar","Sudan","","","2000000.0","3643721.82","421902.86"
"2004","60019100","Pile fabrics of cotton, nes, knitted or crocheted","Belgium","","","186145.0","3626175.05","419871.13"
"2004","12074000","Sesamum seeds","Great Britain","","","438000.0","3593902.75","416134.36"
"2004","06031000","Fresh cut flowers and buds","United Germany","","","2264.0","3592197.55","415936.91"
"2004","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Japan","","","36818.0","3503993.03","405723.8"
"2004","72044900","Ferrous waste and scrap, nes","Bulgaria","","","289000.0","3489468.15","404041.98"
"2004","09011100","Coffee, not roasted or decaffeinated","Finland","","","252000.0","3483420.09","403341.68"
"2004","09093000","Seeds of cumin","Sudan","","","658905.0","3414346.82","395343.76"
"2004","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Romania","","","19849.0","3412236.52","395099.41"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Spain","","","1284453.0","3356382.77","388632.16"
"2004","41071900","Other leather further prepared whole hides and skins :nes","China","","","145986.0","3338520.37","386563.89"
"2004","10059000","Maize (excl. Seed)","Madagascar","","","2222000.0","3311795.5","383469.44"
"2004","09101000","Ginger","Saudi Arabia","","","495131.0","3277894.56","379544.09"
"2004","09011100","Coffee, not roasted or decaffeinated","Taiwan Province of China","","","272400.0","3270660.57","378706.47"
"2004","07133200","Dried adzuki beans, shelled","Djibouti","","","1530217.0","3252024.64","376548.64"
"2004","12074000","Sesamum seeds","Mexico","","","407000.0","3234558.32","374526.23"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Kenya","","","2000000.0","3229907.16","373987.68"
"2004","02041000","Fresh or chilled lamb carcasses and half carcasses","United Arab Emirates","","","168842.0","3195671.55","370023.57"
"2004","15219090","--- other beeswax , insect waxes","Japan","","","102998.0","3172414.17","367330.62"
"2004","14049000","Vegetable products, nes","United States","","","10555.0","3169797.1","367027.6"
"2004","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","Greece","","","241973.0","3158433.14","365711.77"
"2004","06041000","Mosses and lichens for ornamental purposes, fresh, dried...etc","Netherlands","","","203260.0","3111420.66","360268.24"
"2004","12074000","Sesamum seeds","Singapore","","","411676.0","3106289.27","359674.08"
"2004","09109900","Other spices, nes","Sudan","","","319000.0","3104043.2","359414.01"
"2004","12079900","Other oil seeds and oleaginous fruits, nes","Belgium","","","624376.0","3009673.93","348487.1"
"2004","41042100","Bovine leather, vegetable pre-tanned (excl. Further prepared)","Italy","","","316774.0","2983584.56","345466.23"
"2004","12074000","Sesamum seeds","Spain","","","396000.0","2975711.11","344554.57"
"2004","07139000","Dried leguminous vegetables, shelled, nes","India","","","1005646.0","2971732.0","344093.84"
"2004","07133300","Dried kidney beans, incl. white pea beans, shelled","Sudan","","","1468000.0","2965840.73","343411.69"
"2004","10089000","Other cereal, nes","United Arab Emirates","","","1074042.0","2909419.64","336878.75"
"2004","08045000","Guavas, mangoes and mangosteens, fresh or dried","Djibouti","","","1395819.0","2904005.57","336251.86"
"2004","09103000","Turmeric (curcuma)","United Arab Emirates","","","716955.0","2880825.11","333567.82"
"2004","10059000","Maize (excl. Seed)","Yemen","","","2000000.0","2873607.0","332732.04"
"2004","41063200","Tanned/crust hides/skins of swine in the dry state..(crust)","Italy","","","102466.0","2864678.26","331698.19"
"2004","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Ukrain","","","28205.0","2815296.0","325980.27"
"2004","12074000","Sesamum seeds","Lebanon","","","394734.0","2814310.43","325866.15"
"2004","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Unknown","","","31687.0","2805579.9","324855.25"
"2004","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Spain","","","28370.0","2795499.9","323688.1"
"2004","41061900","Goat or kid skin leather, (excl. Further prepared)","Great Britain","","","24561.0","2761328.18","319731.39"
"2004","07133300","Dried kidney beans, incl. white pea beans, shelled","Saudi Arabia","","","1087898.0","2751433.11","318585.65"
"2004","07089000","Leguminous vegetables, fresh or chilled, nes","Netherlands","","","1253884.0","2738365.64","317072.58"
"2004","41042100","Bovine leather, vegetable pre-tanned (excl. Further prepared)","China","","","347215.0","2712963.74","314131.32"
"2004","12074000","Sesamum seeds","Malaysia","","","400000.0","2708094.7","313567.54"
"2004","12074000","Sesamum seeds","Canada","","","389620.0","2699060.69","312521.5"
"2004","41061900","Goat or kid skin leather, (excl. Further prepared)","China","","","29060.0","2688735.93","311326.01"
"2004","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","China","","","4391.26","2657369.67","307694.14"
"2004","09102000","Saffron","United Arab Emirates","","","630000.0","2636379.87","305263.75"
"2004","62071900","MEN'S OR BOYS' UNDERPANTS AND BRIEFS OF TEXTILE MATERIALS, NES","United States","28615.0","No.","50862.0","2618402.69","303182.2"
"2004","41061200","Goat or kid skin leather, pre-tanned, (excl. Further prepared)","China","","","24116.0","2608658.55","302053.93"
"2004","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","United Germany","","","189949.0","2601661.97","301243.8"
"2004","11082000","Inulin","Djibouti","","","600000.0","2599230.0","300962.21"
"2004","09011200","Decaffeinated coffee, not roasted","United Germany","","","180060.0","2558370.47","296231.12"
"2004","52030000","Cotton, carded or combed","Singapore","","","200000.0","2544196.0","294589.88"
"2004","41022100","Pickled skins of sheep or lambs, without wool, not tanned","India","","","42397.0","2543475.81","294506.49"
"2004","12071000","Palm nuts and kernels","Turkey","","","209000.0","2539380.31","294032.27"
"2004","12079900","Other oil seeds and oleaginous fruits, nes","Great Britain","","","525028.0","2536031.0","293644.46"
"2004","12071000","Palm nuts and kernels","Israel","","","306000.0","2533043.52","293298.54"
"2004","52030000","Cotton, carded or combed","Bangladesh","","","196958.0","2515378.49","291253.13"
"2004","06049900","Parts of plants, without flowers or buds, for ornamental purposes","United States","","","2001604.0","2488460.09","288136.27"
"2004","10089000","Other cereal, nes","Yemen","","","317800.0","2442934.01","282864.85"
"2004","52030000","Cotton, carded or combed","India","","","287896.0","2431579.46","281550.12"
"2004","09101000","Ginger","India","","","290350.0","2424205.19","280696.26"
"2004","09041200","Pepper, crushed or ground","Djibouti","","","81981.0","2413048.11","279404.39"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Turkey","","","1109780.0","2402445.92","278176.78"
"2004","41052000","Sheep or lamb skin leather, prepared after tanning","Romania","","","3443.0","2397431.26","277596.13"
"2004","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Switzerland","","","29509.0","2397402.0","277592.75"
"2004","41061900","Goat or kid skin leather, (excl. Further prepared)","India","","","46652.0","2383225.62","275951.28"
"2004","23061000","Oil-cake and other solid residues of cotton seeds","Saudi Arabia","","","2638310.0","2364285.77","273758.25"
"2004","02045000","Fresh, chilled or frozen goat meat","United Germany","","","168876.0","2349409.08","272035.7"
"2004","41051000","Tanned/crust skins of sheep/lamps ...in the wet state...(wet-blue)","Indonesia","","","36354.0","2324755.65","269181.1"
"2004","41052000","Sheep or lamb skin leather, prepared after tanning","Indonesia","","","4697.0","2303797.28","266754.35"
"2004","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Egypt","","","145200.0","2293195.3","265526.76"
"2004","12079900","Other oil seeds and oleaginous fruits, nes","Netherlands","","","440123.0","2278717.66","263850.41"
"2004","62059000","MEN'S OR BOYS' SHIRTS OF OTHER TEXTILES, NES","United States","438413.0","No.","94375.1","2274643.12","263378.62"
"2004","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Italy","","","22504.0","2273393.94","263233.98"
"2004","12079900","Other oil seeds and oleaginous fruits, nes","United Germany","","","397361.0","2248941.67","260402.68"
"2004","63061100","Tarpaulins, awnings and sunblinds, of cotton","United Germany","","","13153.0","2221361.08","257209.15"
"2004","09041200","Pepper, crushed or ground","Greece","","","16050.0","2214189.33","256378.74"
"2004","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","United Kingdom","","","21789.0","2213368.24","256283.66"
"2004","12079900","Other oil seeds and oleaginous fruits, nes","Saudi Arabia","","","324080.0","2194546.48","254104.31"
"2004","41052000","Sheep or lamb skin leather, prepared after tanning","Italy","","","23191.0","2191733.71","253778.62"
"2004","41061100","Goat or kid skin leather, vegetable pre-tanned, (excl. Further prepared)","Israel","","","43235.0","2186306.04","253150.16"
"2004","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","France","","","17717.0","2181203.82","252559.38"
"2004","04070000","BIRDS' EGGS, IN SHELL, FRESH, PRESERVED OR COOKED","Djibouti","1329302.0","No.","11851173.14","2167414.97","250962.78"
"2004","07133300","Dried kidney beans, incl. white pea beans, shelled","Djibouti","","","1064263.0","2161418.29","250268.43"
"2004","07131000","Dried peas, shelled","Netherlands","","","133333.0","2146860.0","248582.74"
"2004","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Brazil","","","27885.0","2133680.5","247056.7"
"2004","06021000","Unrooted cuttings and slips","Netherlands","911230.0","No.","117697.0","2087594.97","241720.51"
"2004","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Great Britain","","","15950.0","2085809.46","241513.76"
"2004","01029000","Live bovine animals, other than pure-bred breeding","Sudan","1816.0","No.","392400.0","2051506.92","237541.91"
"2004","09011100","Coffee, not roasted or decaffeinated","Denmark","","","144000.0","2042140.86","236457.42"
"2004","90268000","Instruments... For measuring or checking variables of liquids or gas","Iran (Islamic Republic Of)","3400.0","No.","110.0","2040302.48","236244.56"
"2004","41061900","Goat or kid skin leather, (excl. Further prepared)","Romania","","","18117.0","2030810.4","235145.48"
"2004","15219090","--- other beeswax , insect waxes","United States","","","70000.0","2014761.73","233287.22"
"2004","12074000","Sesamum seeds","Italy","","","287964.0","2009305.4","232655.44"
"2004","09109900","Other spices, nes","Yemen","","","482596.0","2007699.21","232469.45"
"2004","12074000","Sesamum seeds","Iceland","","","266000.0","1992139.36","230667.8"
"2004","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Malaysia","","","29374.0","1989796.27","230396.49"
"2004","52030000","Cotton, carded or combed","Taiwan Province of China","","","154638.0","1973839.56","228548.88"
"2004","05069000","Bones and horn-cores (excl. Ossein...)","United States","","","4632.0","1966376.87","227684.78"
"2004","07133300","Dried kidney beans, incl. White pea beans, shelled","Czechoslovakia","","","800904.0","1945151.99","225227.18"
"2004","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","Turkey","","","17525.0","1910060.19","221163.93"
"2004","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","China","","","160800.0","1900517.59","220059.0"
"2004","64019900","WATERPROOF FOOTWEAR (NOT COVERING THE ANKLE)","Congo","17500.0","Pair","24551.66","1890285.46","218874.24"
"2004","41051100","Sheep, lamb skin leather, vegetable pre-tanned (excl. Further prepared)","United States","","","16905.0","1889922.75","218832.24"
"2004","12074000","Sesamum seeds","Korea, Republic Of","","","284202.0","1886759.28","218465.94"
"2004","15219090","--- other beeswax , insect waxes","Netherlands","","","78000.0","1883122.93","218044.89"
"2004","13012000","Natural gum arabic","Sudan","","","146433.0","1880323.28","217720.73"
